Nom Produits;Année;Mois;Quantité commandé;Montant commandé
Maximag amp buv B/30;2023;6;23;102 921
Maximag amp buv B/30;2023;7;13;58 165
Mayana savon anti acne;2023;8;9;13 500
Mayana savon anti acne;2023;3;10;15 000
Mayana savon anti acne;2023;5;9;13 500
Mayana savon anti acne;2023;9;8;12 000
Mebendazole ubi bte 10plaquetes x6 ;2023;8;21;3 940
Mebendazole ubi bte 10plaquetes x6 ;2023;1;10;2 000
Mebendazole ubi bte 10plaquetes x6 ;2023;5;20;4 000
Meben gh cp;2023;6;9;9 082
Meben gh cp;2023;9;9;8 479
Meclon ovule;2023;3;10;44 020
Mediclav 1000mg/125mg sht 12;2023;9;15;54 920
Mediclav 1000mg/125mg sht 12;2023;7;25;91 561
Mediclav 1000mg/125mg sht 12;2023;5;16;58 613
Mediclav 1000mg/125mg sht 12;2023;8;19;69 572
Mediclav 1000mg/125mg sht 12;2023;6;24;87 549
Mediclav 1000mg/125mg sht 12;2023;4;16;57 862
Mediclav 1000mg/125mg sht 12;2023;2;17;61 629
Mediclav 1000mg/125mg sht 12;2023;1;9;32 952
Mediclav 100mg/12.5mg pdre susp buv/60ml;2023;9;8;23 239
Mediclav 500mg/62.5mg sht b/12;2023;4;9;27 286
Mediclav 500mg/62.5mg sht b/12;2023;9;13;39 416
Megamylase 200 UI sp Fl/125ml;2023;9;8;16 669
Megamylase 200 UI sp Fl/125ml;2023;2;24;51 569
Melolac cereales 400;2023;2;9;27 000
Melolac cereales 400;2023;6;10;27 000
Melolac cereales 400;2023;8;11;31 820
Mentho valda b/12;2023;1;137;20 354
Mentho valda b/12;2023;3;52;7 737
Mentho valda b/12;2023;4;39;5 822
Mentho valda b/12;2023;8;36;5 393
Mentho valda b/12;2023;5;34;5 100
Mentho valda b/12;2023;2;76;11 372
Mentho valda b/12;2023;9;13;1 950
Mentho valda b/12;2023;6;22;3 300
Mentho valda t/30;2023;4;10;10 639
Mentho valda t/30;2023;2;18;19 505
Mentho valda t/30;2023;1;26;26 982
Mentho valda t/30;2023;3;15;13 376
Meteoxane comprimï¿½s;2023;3;9;24 763
Meteoxane comprimï¿½s;2023;2;10;27 543
Metformin denk 500mg BL/3x10;2023;8;18;16 436
Metformin denk 500mg BL/3x10;2023;5;12;10 956
Metformin denk 500mg BL/3x10;2023;3;14;12 782
Metformin denk 500mg BL/3x10;2023;6;18;16 346
Metformin denk 500mg BL/3x10;2023;7;11;10 043
Metformin denk 500mg BL/3x10;2023;1;9;8 219
Metro-GH 500 mg IV sol perf fl/100ML;2023;1;15;41 745
Microgynon cp;2023;4;8;6 825
Miorel 4mg gelule B/12;2023;8;11;39 608
Miorel 4mg gelule B/12;2023;6;8;28 457
Miorel 4mg gelule B/12;2023;5;9;32 430
Miorel 4mg gelule B/12;2023;2;11;39 620
Miorel 4mg gelule B/12;2023;4;8;28 800
Miorel Ge inj amp B/2ml B/5;2023;2;20;77 690
Mixtard insul;2023;5;12;12 000
Mixtard insul;2023;8;30;30 000
Mixtard insul;2023;4;20;19 971
Mixtard insul;2023;9;10;10 000
Mixtard insul;2023;3;26;25 955
Mixtard insul;2023;7;14;14 000
Mixtard insul;2023;6;20;28 992
Molgam 100 cpr b/20;2023;8;10;11 430
Multical plus;2023;8;64;234 204
Multical plus;2023;2;28;102 538
Multical plus;2023;1;26;94 798
Multical plus;2023;5;67;242 823
Multical plus;2023;3;46;167 879
Multical plus;2023;6;39;142 658
Multical plus;2023;9;34;124 464
Multical plus;2023;4;40;146 138
Multical plus;2023;7;58;212 403
Multical sht ;2023;1;9;33 076
Mycoster 1% creme T/30gr;2023;8;11;40 693
Mycoster 1% creme T/30gr;2023;3;10;34 837
Myoxeril cp b/20;2023;3;10;36 564
Naabak cy 5ml;2023;3;9;28 467
Naabak cy 5ml;2023;5;11;34 763
NaN optipro 1 b/400g;2023;2;27;97 136
NaN optipro 1 b/400g;2023;3;33;119 019
NaN optipro 1 b/400g;2023;7;24;86 376
NaN optipro 1 b/400g;2023;1;45;161 864
NaN optipro 1 b/400g;2023;9;28;100 643
NaN optipro 1 b/400g;2023;8;33;118 259
NaN optipro 1 b/400g;2023;6;37;131 965
NaN optipro 1 b/400g;2023;4;31;107 935
NaN optipro 1 b/400g;2023;5;48;172 357
NaN optipro 2 b/400g;2023;4;10;35 285
NaN optipro 2 b/400g;2023;9;9;32 369
NaN optipro 2 b/400g;2023;5;24;84 372
NaN optipro 2 b/400g;2023;8;12;42 662
NaN optipro 2 b/400g;2023;3;12;43 171
NaN optipro 2 b/400g;2023;1;16;56 817
NaN optipro 2 b/400g;2023;2;13;46 767
NaN optipro 2 b/400g;2023;7;11;39 579
NaN optipro 3  b/400g;2023;8;28;91 315
NaN optipro 3  b/400g;2023;4;17;55 203
NaN optipro 3  b/400g;2023;2;18;58 777
NaN optipro 3  b/400g;2023;9;14;45 440
NaN optipro 3  b/400g;2023;5;31;100 670
NaN optipro 3  b/400g;2023;3;32;103 894
NaN optipro 3  b/400g;2023;1;24;78 486
NaN optipro 3  b/400g;2023;6;10;32 465
NaN optipro 3  b/400g;2023;7;15;48 747
Naturex sp 100ml;2023;9;24;38 717
Naturex sp 100ml;2023;8;35;56 595
Naturex sp 100ml;2023;6;18;29 158
Naturex sp 100ml;2023;1;33;53 251
Naturex sp 100ml;2023;5;28;45 424
Naturex sp 100ml;2023;7;17;27 557
Naturex sp 100ml;2023;4;24;38 937
Naturex sp 100ml;2023;3;18;29 178
Naturex sp 100ml;2023;2;25;40 531
Naturuy pot 400 g;2023;3;9;11 700
Nealgyl cp;2023;2;8;13 985
Nemozole cp B/1;2023;4;11;10 615
Nemozole cp B/1;2023;8;9;8 676
Netazox 500 cp B/6;2023;3;58;108 273
Netazox 500 cp B/6;2023;5;49;88 767
Netazox 500 cp B/6;2023;1;61;114 435
Netazox 500 cp B/6;2023;2;61;112 763
Netazox 500 cp B/6;2023;4;39;72 930
Netazox sp Fl/30ml;2023;2;12;18 366
Netazox sp Fl/30ml;2023;1;17;26 926
Neuclav 1g/125 pdre sach 16;2023;8;11;66 405
Neuclav 1g/125 pdre sach 16;2023;2;9;54 195
Neuclav 250/31,25 sach 16;2023;8;14;46 590
Neuclav 250/31,25 sach 16;2023;7;10;27 626
Neuclav 500/62,5 sach 16;2023;9;8;30 244
Neuesone D40mg cap b/30;2023;3;17;106 383
Neuesone D40mg cap b/30;2023;4;8;50 103
Neuesone D40mg cap b/30;2023;6;17;106 583
Neuesone D40mg cap b/30;2023;7;12;75 154
Neuibu p forte cpr b/100;2023;5;13;4 550
Neuibu p forte cpr b/100;2023;4;11;3 850
Neuibu p forte cpr b/100;2023;2;11;3 850
Neuibu p forte cpr b/100;2023;3;23;8 050
Neurobion cp;2023;1;11;25 751
Neurobion cp;2023;4;12;28 122
Neurobion cp;2023;3;10;22 967
Neutrocold cp etui/4 b/25;2023;2;34;7 832
Neutrocold cp etui/4 b/25;2023;8;21;4 683
Neutrocold cp etui/4 b/25;2023;3;41;9 225
Neutrocold cp etui/4 b/25;2023;1;26;5 950
Neutrocold cp etui/4 b/25;2023;6;15;3 375
Neutrocold cp etui/4 b/25;2023;5;38;8 550
Neutrocold cp etui/4 b/25;2023;4;65;14 625
Neutrocold sirop;2023;4;13;17 968
Neutrocold sirop;2023;5;9;11 994
Neutrocold sirop;2023;9;8;11 211
Neutrocold sirop;2023;2;12;16 812
Nidazol 500mg cp B/20;2023;9;10;15 353
Nidazol 500mg cp B/20;2023;5;25;38 330
Nidazol 500mg cp B/20;2023;6;15;23 046
Nidazol 500mg cp B/20;2023;4;13;19 946
Nidazol 500mg cp B/20;2023;7;14;21 512
Nidazol 500mg cp B/20;2023;2;13;19 945
Nidazol 500mg cp B/20;2023;3;19;29 306
Nidazol 500mg cp B/20;2023;8;20;30 849
Nidazol 500mg cp B/20;2023;1;13;19 970
Nido 1+ croiss lait  pdre 1-3 ans b/400g;2023;3;12;31 954
Nido 1+ croiss lait  pdre 1-3 ans b/400g;2023;5;12;31 950
Nido 1+ croiss lait  pdre 1-3 ans b/400g;2023;2;15;39 893
Nido 1+ croiss lait  pdre 1-3 ans b/400g;2023;6;10;26 643
Nido 1+ croiss lait  pdre 1-3 ans b/400g;2023;8;15;39 953
Nido 1+ croiss lait  pdre 1-3 ans b/400g;2023;9;9;23 955
Nido 1+ croiss lait  pdre 1-3 ans b/400g;2023;7;14;37 272
Nido 1+ croiss lait  pdre 1-3 ans b/400g;2023;4;9;23 965
Nido 1+ croiss lait  pdre 1-3 ans b/400g;2023;1;13;34 345
Nido 1+ croiss lait pdre b/900g;2023;6;9;53 919
Nido 1+ croiss lait pdre b/900g;2023;1;9;53 102
Nido 1+ croiss lait pdre b/900g;2023;8;17;102 403
Norflozole sirop;2023;5;15;45 816
Norflozole sirop;2023;2;9;17 184
Norflozole sirop;2023;9;9;17 178
Norflozole sirop;2023;7;10;19 076
Norflozole sirop;2023;1;18;34 344
Norflozole sirop;2023;8;15;28 638
Norflozole sirop;2023;4;12;22 908
Norflozole sirop;2023;3;17;32 440
Norflozole sirop;2023;6;8;15 244
Norlevo 1,5mg cp B/1;2023;6;39;140 670
Norlevo 1,5mg cp B/1;2023;9;29;104 644
Norlevo 1,5mg cp B/1;2023;3;33;119 088
Norlevo 1,5mg cp B/1;2023;2;38;137 145
Norlevo 1,5mg cp B/1;2023;5;42;151 501
Norlevo 1,5mg cp B/1;2023;1;43;155 101
Norlevo 1,5mg cp B/1;2023;7;20;72 151
Norlevo 1,5mg cp B/1;2023;8;30;108 180
Norlevo 1,5mg cp B/1;2023;4;27;97 429
Normet 200mg cp B/10;2023;5;9;28 398
Normet 200mg cp B/10;2023;3;10;31 555
Normet 200mg cp B/10;2023;2;15;48 978
Normet 200mg cp B/10;2023;8;11;34 719
Normet 200mg cp B/10;2023;1;11;34 614
Normet 200mg cp B/10;2023;4;11;35 158
Normet sp Fl/30ml;2023;8;32;61 110
Normet sp Fl/30ml;2023;4;11;20 799
Normet sp Fl/30ml;2023;2;20;38 009
Normet sp Fl/30ml;2023;7;18;35 627
Normet sp Fl/30ml;2023;6;9;17 190
Normet sp Fl/30ml;2023;9;17;32 618
Normet sp Fl/30ml;2023;3;25;45 840
Normet sp Fl/30ml;2023;1;28;53 450
Normet sp Fl/30ml;2023;5;11;21 010
Normix cp;2023;2;9;41 804
Norvel 72 cp;2023;3;25;47 523
Norvel 72 cp;2023;1;18;34 274
Norvel 72 cp;2023;9;11;19 119
Norvel 72 cp;2023;6;16;30 554
Norvel 72 cp;2023;2;20;38 129
Norvel 72 cp;2023;7;12;22 920
Norvel 72 cp;2023;8;16;30 530
Norvel 72 cp;2023;5;20;38 180
Norvel 72 cp;2023;4;17;32 450
No-Spa 40mg cp B/20;2023;2;9;14 567
No-Spa 40mg cp B/20;2023;5;14;22 514
No-Spa 40mg cp B/20;2023;8;19;30 609
No-Spa 40mg cp B/20;2023;7;10;16 144
No-Spa 40mg cp B/20;2023;6;8;12 897
No-Spa 40mg inj 2ml B/25;2023;4;8;10 464
No-Spa forte B/20 cp;2023;7;13;42 114
No-Spa forte B/20 cp;2023;1;18;58 384
No-Spa forte B/20 cp;2023;3;10;32 453
No-Spa forte B/20 cp;2023;5;20;64 820
No-Spa forte B/20 cp;2023;6;12;38 874
No-Spa forte B/20 cp;2023;2;13;42 166
No-Spa forte B/20 cp;2023;4;15;48 692
No-Spa forte B/20 cp;2023;8;19;60 039
Novalgin 500mg cp B/20;2023;1;14;19 788
Novalgin 500mg cp B/20;2023;5;14;19 364
Novalgin 500mg cp B/20;2023;8;16;22 200
Novalgin 500mg cp B/20;2023;3;21;29 075
Novalgin 500mg cp B/20;2023;7;10;13 872
Novalgin 500mg cp B/20;2023;4;17;23 554
Novalgin 500mg cp B/20;2023;9;13;17 982
Novex 0.40;2023;5;11;52 018
Novex 0.40;2023;2;15;71 040
Novoclin 1g b/16;2023;4;20;119 298
Novoclin 1g b/16;2023;3;17;100 684
Novoclin 1g b/16;2023;8;15;89 487
Novoclin 1g b/16;2023;5;10;61 480
Novoclin 1g b/16;2023;1;13;79 376
Novoclin 1g b/16;2023;2;15;89 475
Novomix detail;2023;2;12;43 718
Novomix detail;2023;5;15;54 387
Novomix detail;2023;1;14;65 526
Novomix detail;2023;3;21;77 066
Novotwist aig 0.32x5 b/100;2023;6;32;5 564
Novotwist aig 0.32x5 b/100;2023;7;12;2 104
Novotwist aig 0.32x5 b/100;2023;9;10;1 170
Novotwist aig 0.32x5 b/100;2023;8;25;4 395
Novotwist aig 0.32x5 b/100;2023;2;47;6 053
Novotwist aig 0.32x5 b/100;2023;4;48;8 452
Novotwist aig 0.32x5 b/100;2023;5;38;6 704
Nozinan 100mg cp B/20;2023;8;10;37 259
Nozinan 100mg cp B/20;2023;5;8;29 774
Nucleo CMP forte cp B/30 sans sucre;2023;9;9;52 074
Nucleo CMP forte cp B/30 sans sucre;2023;2;11;63 635
Nupenta cp;2023;4;11;96 263
Nupenta dsr 40mg/10mg/20mg gel b/30;2023;3;12;105 083
Nupenta dsr 40mg/10mg/20mg gel b/30;2023;2;9;78 829
Nupenta dsr 40mg/10mg/20mg gel b/30;2023;8;10;87 604
Nurabol 2mg sp Enf Fl/125ml;2023;9;8;11 675
Nurabol 4mg cp bte/30;2023;1;14;20 496
Nurabol 4mg cp bte/30;2023;5;16;23 541
Nurabol 4mg cp bte/30;2023;2;8;11 709
Nurabol 4mg cp bte/30;2023;3;17;25 189
Nurabol 4mg cp bte/30;2023;6;13;18 990
Nurabol 4mg cp bte/30;2023;8;9;13 167
Nurabol 4mg cp bte/30;2023;7;9;13 151
Nurabol 4mg cp bte/30;2023;4;13;19 021
Nurabol 4mg sp Ad Fl/125ml;2023;8;9;14 564
Nurabol 4mg sp Ad Fl/125ml;2023;5;12;18 786
Nurabol 4mg sp Ad Fl/125ml;2023;6;8;12 942
Nurabol 4mg sp Ad Fl/125ml;2023;4;9;14 263
Nurabol 4mg sp Ad Fl/125ml;2023;3;10;16 002
Nuravit 4mg cp b/15;2023;3;8;19 534
Nuravit sp Fl/125ml;2023;7;45;106 087
Nuravit sp Fl/125ml;2023;9;40;94 674
Nuravit sp Fl/125ml;2023;1;49;116 044
Nuravit sp Fl/125ml;2023;5;55;130 234
Nuravit sp Fl/125ml;2023;8;66;156 107
Nuravit sp Fl/125ml;2023;4;52;123 026
Nuravit sp Fl/125ml;2023;3;56;132 425
Nuravit sp Fl/125ml;2023;6;53;125 449
Nuravit sp Fl/125ml;2023;2;61;137 343
Nursie 1/400g;2023;2;66;188 129
Nursie 1/400g;2023;9;22;62 736
Nursie 1/400g;2023;1;39;110 167
Nursie 1/400g;2023;3;58;164 979
Nursie 1/400g;2023;8;34;96 950
Nursie 1/400g;2023;4;50;142 538
Nursie 1/400g;2023;6;30;85 892
Nursie 1/400g;2023;7;34;96 937
Nursie 1/900g;2023;5;12;64 157
Nursie 2/400g;2023;7;20;57 043
Nursie 2/400g;2023;4;22;62 726
Nursie 2/400g;2023;6;27;77 014
Nursie 2/400g;2023;1;17;47 759
Nursie 2/400g;2023;3;15;42 759
Nursie 2/400g;2023;5;27;76 962
Nursie 2/400g;2023;9;24;67 892
Nursie 2/400g;2023;2;14;39 626
Nursie 2/400g;2023;8;28;79 828
Oedes 20 B28;2023;8;10;68 833
Oflomac Oz cpr 200mg b10;2023;8;10;15 397
Omepral 20mg cp B/28;2023;8;10;62 615
Omepral 20mg cp B/28;2023;3;14;85 658
Omepral 20mg cp B/28;2023;5;14;87 666
Omepral 20mg cp B/28;2023;1;10;62 637
Omepral 20mg cp B/28;2023;2;16;100 262
Omeprazole ubi 20mg cpr 10bl7;2023;5;9;7 791
Omeprazole ubi 20mg cpr 10bl7;2023;3;10;8 738
Omiz 20 b/14;2023;5;9;27 571
Omiz 20 b/28;2023;3;14;68 586
Opatanol cy 1mg Fl/1ml;2023;2;9;37 658
Orofer gelules;2023;2;10;22 483
Orofer gelules;2023;5;13;29 098
Orofer gelules;2023;4;10;22 462
Oroken 40mg sp enf/NN  80 doses/kg Fl40ml;2023;4;12;52 440
Oscare cp pell b/30;2023;6;9;43 135
Osmule detail ;2023;5;16;4 186
Osmule detail ;2023;4;12;3 174
Osmule detail ;2023;2;28;7 321
Osmule detail ;2023;3;33;8 664
Osmule detail ;2023;1;26;6 816
Ospamox 250mg sp Fl/60ml;2023;8;21;23 234
Ospen 1000000UI cp B/12;2023;2;8;20 934
Ospen 1000000UI cp B/12;2023;6;10;26 516
Otipax gtte aur Fl/15ml;2023;8;14;25 646
Otipax gtte aur Fl/15ml;2023;4;9;16 494
Otipax gtte aur Fl/15ml;2023;1;9;16 506
Otipax gtte aur Fl/15ml;2023;7;9;16 486
Otrivin gtte nasal Ad Fl/10ml;2023;6;10;16 384
Ovumix ;2023;5;16;47 976
Ovumix ;2023;2;10;29 752
Ovumix ;2023;9;8;23 987
Ovumix ;2023;1;11;33 127
Ovumix ;2023;8;15;44 940
Ovumix ;2023;3;17;48 285
Ovumix ;2023;7;11;32 661
Oxytroy inj;2023;2;16;15 858
Oxytroy inj;2023;4;18;17 820
Paidoterin sp Fl/100ml;2023;3;9;21 286
Paidoterin sp Fl/100ml;2023;2;14;33 173
Paidoterin sp Fl/100ml;2023;5;9;21 454
Panadol 500mg cp eff  B/12;2023;8;10;9 503
Panadol 500mg cp eff  B/12;2023;5;10;9 450
Panadol advence 500mg b/16;2023;4;37;36 417
Panadol advence 500mg b/16;2023;5;64;63 113
Panadol advence 500mg b/16;2023;7;28;27 755
Panadol advence 500mg b/16;2023;6;67;65 796
Panadol advence 500mg b/16;2023;8;62;60 672
Panadol advence 500mg b/16;2023;9;35;34 446
Panadol extra advance 500/65mg cp b/14;2023;9;29;37 885
Panadol extra advance 500/65mg cp b/14;2023;2;47;52 915
Panadol extra advance 500/65mg cp b/14;2023;5;33;43 083
Panadol extra advance 500/65mg cp b/14;2023;1;39;51 208
Panadol extra advance 500/65mg cp b/14;2023;6;28;36 524
Panadol extra advance 500/65mg cp b/14;2023;8;35;44 581
Panadol extra advance 500/65mg cp b/14;2023;7;29;38 472
Panadol extra advance 500/65mg cp b/14;2023;4;45;58 793
Panadol extra advance 500/65mg cp b/14;2023;3;44;57 519
Panadol sp Fl/100ml ;2023;4;43;51 331
Panadol sp Fl/100ml ;2023;3;59;70 785
Panadol sp Fl/100ml ;2023;8;45;53 714
Panadol sp Fl/100ml ;2023;1;34;40 628
Panadol sp Fl/100ml ;2023;9;36;42 941
Panadol sp Fl/100ml ;2023;6;37;44 397
Panadol sp Fl/100ml ;2023;5;38;45 303
Panadol sp Fl/100ml ;2023;2;45;53 926
Panadol sp Fl/100ml ;2023;7;27;32 397
Panalgic  cp eff B/16;2023;5;26;29 811
Panalgic  cp eff B/16;2023;7;16;18 310
Panalgic  cp eff B/16;2023;8;30;34 341
Panalgic  cp eff B/16;2023;6;20;22 939
Panalgic  cp eff B/16;2023;3;27;30 971
Panalgic  cp eff B/16;2023;2;25;28 686
Panalgic  cp eff B/16;2023;4;15;17 200
Panalgic  cp eff B/16;2023;9;20;22 944
Panalgic  cp eff B/16;2023;1;28;32 152
Panol 500mg cp B/100;2023;1;17;3 796
Panol 500mg cp B/100;2023;2;54;8 070
Panol 500mg cp B/100;2023;3;32;5 500
Pantopral D;2023;7;14;103 596
Pantopral D;2023;9;8;59 143
Pantopral D;2023;3;11;80 010
Pantopral D;2023;5;18;133 143
Pantopral D;2023;8;19;140 491
Pantopral D;2023;1;24;177 556
Pantopral D;2023;6;10;73 981
Pantopral D;2023;2;12;90 097
Pantopral D;2023;4;11;81 396
Paracetamol 500 sanofi aventis b/100x10;2023;8;267;26 496
Paracetamol 500 sanofi aventis b/100x10;2023;6;86;7 676
Paracetamol 500 sanofi aventis b/100x10;2023;7;43;4 102
Paracetamol 500 sanofi aventis b/100x10;2023;9;73;7 100
Paracetamol kabi 10mg/ml perf f/100ml;2023;8;13;16 237
Paracetamol kabi 10mg/ml perf f/100ml;2023;5;12;13 775
Paracetamol kabi 10mg/ml perf f/100ml;2023;7;18;22 894
Paracetamol kabi 10mg/ml perf f/100ml;2023;6;11;14 140
Paracetamol kabi 10mg/ml perf f/100ml;2023;3;11;13 303
Paracetamol kabi 10mg/ml perf f/100ml;2023;4;40;29 781
Paracetamol  ubigen /100x10;2023;5;700;69 994
Paracetamol  ubigen /100x10;2023;7;225;22 472
Paracetamol  ubigen /100x10;2023;8;356;54 294
Paracetamol  ubigen /100x10;2023;6;174;17 399
Paracetamol  ubigen /100x10;2023;2;987;77 148
Paracetamol  ubigen /100x10;2023;4;907;90 469
Paracetamol  ubigen /100x10;2023;3;609;60 810
Paracetamol  ubigen /100x10;2023;1;604;60 274
Paracetamol  ubigen /100x10;2023;9;374;37 106
Para co-denk 500mg/30mg cpr b/20;2023;7;8;15 280
Para co-denk 500mg/30mg cpr b/20;2023;8;15;28 660
Pectogen sirop;2023;5;11;14 152
Pectogen sirop;2023;8;24;30 865
Peptex 250mg/250mgsup buv f/200ml;2023;5;20;37 400
Peptex 250mg/250mgsup buv f/200ml;2023;1;10;19 809
Peptex 250mg/250mgsup buv f/200ml;2023;6;10;19 809
Peptex 250mg/250mgsup buv f/200ml;2023;4;25;46 750
Peptex 250mg/250mgsup buv f/200ml;2023;7;10;18 700
Peptex 250mg/250mgsup buv f/200ml;2023;3;23;43 010
Peptex 250mg/250mgsup buv f/200ml;2023;8;11;22 129
Peptex 250mg/250mgsup buv f/200ml;2023;9;10;18 700
Perfuseur;2023;6;16;6 340
Perfuseur;2023;9;19;7 200
Perfuseur;2023;7;21;8 630
Perfuseur;2023;5;30;11 880
Perfuseur;2023;4;20;7 535
Perfuseur;2023;3;27;10 504
Perfuseur;2023;1;16;6 373
Perfuseur;2023;2;15;5 760
Perfuseur;2023;8;21;8 400
Peridys sp Fl/200ml;2023;1;9;18 509
Perispam cp bte 10;2023;3;10;14 990
Perispam cp bte 10;2023;1;12;17 938
Perispam cp bte 30;2023;3;12;38 901
Perispam cp bte 30;2023;6;8;25 954
Perispam cp bte 30;2023;2;12;38 884
Pervital sp Fl/125ml;2023;5;13;27 709
Pervital sp Fl/125ml;2023;6;12;46 243
PH7 5G Ganu efferv sach B/10;2023;4;9;34 938
Phartrim 200/400 susp buv;2023;9;12;22 920
Phartrim 200/400 susp buv;2023;6;20;38 200
Phartrim 200/400 susp buv;2023;8;20;38 170
Phartrim 200/400 susp buv;2023;4;9;17 175
Phartrim 200/400 susp buv;2023;7;21;57 280
Phartrim 200/400 susp buv;2023;5;21;40 110
Phartrim 200/400 susp buv;2023;1;12;22 910
Phartrim 200/400 susp buv;2023;2;15;28 650
Phartrim ad 400mg/80mg cp b/20;2023;5;11;10 049
Phartrim ad 400mg/80mg cp b/20;2023;9;11;10 047
Phartrim ad 400mg/80mg cp b/20;2023;3;9;8 127
Phartrim ad 400mg/80mg cp b/20;2023;8;23;20 991
Phartrim ad 400mg/80mg cp b/20;2023;6;13;11 871
Phartrim ad 400mg/80mg cp b/20;2023;2;8;7 304
Phartrim ad 400mg/80mg cp b/20;2023;7;20;18 264
Phartrim ad 400mg/80mg cp b/20;2023;4;15;13 690
Phartrim ad 400mg/80mg cp b/20;2023;1;14;12 194
Phartrim forte 800/160mg  cpr b/10 ;2023;8;10;15 346
Phartrim forte 800/160mg  cpr b/10 ;2023;2;11;16 880
Phartrim forte 800/160mg  cpr b/10 ;2023;7;8;12 277
Phenergan 25mg cp B/20;2023;3;19;16 586
Phenergan 25mg cp B/20;2023;9;12;10 435
Phenergan 25mg cp B/20;2023;8;24;28 573
Phenergan 25mg cp B/20;2023;4;19;16 692
Phenergan 25mg cp B/20;2023;1;17;14 470
Phenergan 25mg cp B/20;2023;6;14;9 275
Phenergan 25mg cp B/20;2023;5;24;20 717
Phenergan 25mg cp B/20;2023;7;14;12 214
Phenergan 25mg cp B/20;2023;2;22;19 257
Phenobarbital midis 100 mg;2023;7;28;6 750
Phenobarbital midis 100 mg;2023;9;23;5 750
Phenobarbital midis 100 mg;2023;4;34;8 500
Phenobarbital midis 100 mg;2023;6;45;11 250
Phenobarbital midis 100 mg;2023;5;28;7 000
Phenobarbital midis 100 mg;2023;2;32;8 000
Phenobarbital midis 100 mg;2023;3;21;5 250
Phenobarbital midis 100 mg;2023;8;27;6 750
Physiodose serum 5ml/15;2023;2;11;17 273
Physiodose serum 5ml/15;2023;5;10;15 581
Physiodose serum 5ml/15;2023;3;8;13 263
Physiodose serum 5ml/15;2023;1;9;14 175
Physiodose serum 5ml/15;2023;4;19;32 227
Pinkoo sp Fl/120ml;2023;1;27;33 738
Pinkoo sp Fl/120ml;2023;7;9;11 245
Pinkoo sp Fl/120ml;2023;9;10;12 493
Pinkoo sp Fl/120ml;2023;8;15;18 744
Pinkoo sp Fl/120ml;2023;3;20;24 977
Pinkoo sp Fl/120ml;2023;5;14;17 494
Pinkoo sp Fl/120ml;2023;6;13;16 232
Pinkoo sp Fl/120ml;2023;2;26;32 482
Pinkoo sp Fl/120ml;2023;4;17;21 236
Poche ï¿½ urine;2023;4;11;6 650
Poche ï¿½ urine;2023;6;10;6 500
Poche ï¿½ urine;2023;3;11;6 540
Poche ï¿½ urine;2023;1;11;5 530
Polyfresh coll;2023;4;8;27 325
Polyfresh coll;2023;6;12;41 032
Polyfresh coll;2023;2;8;27 739
Polyfresh coll;2023;7;9;30 889
Polyfresh coll;2023;8;17;57 996
Polyfresh coll;2023;1;9;30 697
Polygynax ovule B/12;2023;8;16;65 058
Polygynax ovule B/12;2023;5;10;40 682
Polygynax ovule B/12;2023;2;10;40 684
Polygynax ovule B/12;2023;3;9;36 583
Polygynax ovule B/12;2023;9;9;36 209
Polygynax ovule B/12;2023;6;16;65 090
Polygynax ovule B/12;2023;7;10;40 653
Polygynax ovule B/12;2023;4;11;44 762
Positon creme T/30g;2023;4;11;29 168
Prï¿½dni 20mg cooper cp b/20;2023;2;12;35 780
Prï¿½dni 20mg cooper cp b/20;2023;5;17;50 614
Prï¿½dni 20mg cooper cp b/20;2023;4;9;26 831
Prï¿½dni 20mg cooper cp b/20;2023;7;12;35 689
Prï¿½dni 20mg cooper cp b/20;2023;1;9;26 833
Prï¿½dni 20mg cooper cp b/20;2023;3;16;47 715
Pregasafe 75mg gel b/30;2023;8;10;89 345
Pregasafe 75mg gel b/30;2023;5;12;107 414
Pregasafe 75mg gel b/30;2023;7;9;81 230
Prenatal denk;2023;4;15;52 821
Prenatal denk;2023;2;17;66 099
Prenatal denk;2023;1;11;42 900
Prenatal denk;2023;5;13;50 829
Prï¿½servatif presa;2023;3;103;61 800
Prï¿½servatif presa;2023;6;65;44 400
Prï¿½servatif presa;2023;4;80;53 400
Prï¿½servatif presa;2023;8;12;7 200
Prï¿½servatif presa;2023;2;135;83 100
Prï¿½servatif presa;2023;5;124;73 840
Prï¿½servatif presa;2023;1;100;65 498
Prï¿½servatif presa;2023;7;58;34 900
Primalac 2;2023;2;9;40 287
Primalac 3;2023;3;9;40 611
Primalan sp FI/60ml;2023;4;17;29 520
Primalan sp FI/60ml;2023;6;13;22 751
Primalan sp FI/60ml;2023;9;31;54 525
Primalan sp FI/60ml;2023;1;33;58 056
Primalan sp FI/60ml;2023;5;9;15 845
Primalan sp FI/60ml;2023;7;17;29 881
Primalan sp FI/60ml;2023;2;32;56 185
Primalan sp FI/60ml;2023;3;32;56 240
Primalan sp FI/60ml;2023;8;33;57 428
Profenid 100mg suppo B/12;2023;2;8;21 213
Profenid 100mg suppo B/12;2023;3;9;23 793
Profenid 100mg suppo B/12;2023;7;8;21 200
Protec b/4 ;2023;5;24;4 800
Prurex creme derm T/40g;2023;8;25;38 738
Prurex creme derm T/40g;2023;9;32;49 643
Pyrantox sp FL/15ml;2023;5;22;24 727
